timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1778334309980,531,Config 3,200,OK,Load Test 1-1,text,true,,231,159,1,1,http://localhost:8080/?token=518477805&user=-1355099300&config=3,526,0,6
1778334310512,507,Config 3,200,OK,Load Test 1-1,text,true,,231,159,1,1,http://localhost:8080/?token=518477805&user=-1355099300&config=3,506,0,0
1778334311019,520,Config 3,200,OK,Load Test 1-1,text,true,,231,159,1,1,http://localhost:8080/?token=518477805&user=-1355099300&config=3,520,0,0
1778334311540,533,Config 3,200,OK,Load Test 1-1,text,true,,231,159,1,1,http://localhost:8080/?token=518477805&user=-1355099300&config=3,533,0,0
1778334312074,531,Config 3,200,OK,Load Test 1-1,text,true,,231,159,2,2,http://localhost:8080/?token=518477805&user=-1355099300&config=3,531,0,0
1778334312097,526,Config 3,200,OK,Load Test 1-2,text,true,,231,159,2,2,http://localhost:8080/?token=518477805&user=-1355099300&config=3,526,0,1
1778334312606,511,Config 3,200,OK,Load Test 1-1,text,true,,231,159,2,2,http://localhost:8080/?token=518477805&user=-1355099300&config=3,511,0,0
1778334312624,511,Config 3,200,OK,Load Test 1-2,text,true,,231,159,2,2,http://localhost:8080/?token=518477805&user=-1355099300&config=3,511,0,0
1778334313118,513,Config 3,200,OK,Load Test 1-1,text,true,,231,159,2,2,http://localhost:8080/?token=518477805&user=-1355099300&config=3,513,0,0
1778334313137,513,Config 3,200,OK,Load Test 1-2,text,true,,231,159,2,2,http://localhost:8080/?token=518477805&user=-1355099300&config=3,513,0,0
1778334313632,514,Config 3,200,OK,Load Test 1-1,text,true,,231,159,2,2,http://localhost:8080/?token=518477805&user=-1355099300&config=3,514,0,0
1778334313651,514,Config 3,200,OK,Load Test 1-2,text,true,,231,159,2,2,http://localhost:8080/?token=518477805&user=-1355099300&config=3,514,0,0
1778334314166,586,Config 3,200,OK,Load Test 1-2,text,true,,231,159,3,3,http://localhost:8080/?token=518477805&user=-1355099300&config=3,586,0,0
1778334314147,605,Config 3,200,OK,Load Test 1-1,text,true,,231,159,3,3,http://localhost:8080/?token=518477805&user=-1355099300&config=3,605,0,0
1778334314240,531,Config 3,200,OK,Load Test 1-3,text,true,,231,159,3,3,http://localhost:8080/?token=518477805&user=-1355099300&config=3,531,0,1
